title,year,link,price,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric,engine_volume_num,brand,price_diff,is_bargain,car_age,price_per_year
Mercedes-benz s 580,2020,https://kolesa.kz/a/show/204104238?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1024,67000000,Алматы,28 апреля,1378,False,False,False,79524000.0,67 000 000 ₸,2020 - н.в. W223,Седан,4 (бензин),41800,Автомат,Полный привод,Слева,Не указан,Да,all,67000000,4.0,Mercedes-benz,12524000.0,Yes,6,9571428.57142857
Ram 1500,2023,https://kolesa.kz/a/show/199516355?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1027,68000000,Павлодар,28 апреля,65,False,False,False,79103000.0,68 000 000 ₸,2023 - н.в. 2 поколение рестайлинг,Пикап,6.2 (бензин),55000,Автомат,Полный привод,Слева,Белый,Да,all,68000000,6.2,Ram,11103000.0,Yes,3,17000000.0
Lexus lx 600,2021,https://kolesa.kz/a/show/216379390?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1028,87500000,Алматы,28 апреля,43,False,False,False,86302000.0,87 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),8300,Автомат,Полный привод,Слева,Черный металлик,Да,all,87500000,3.5,Lexus,-1198000.0,No,5,14583333.333333334
Ford f-series,2017,https://kolesa.kz/a/show/186791363?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1029,65000000,Астана,28 апреля,36,False,False,False,45129000.0,65 000 000 ₸,2017 - 2020 13 поколение рестайлинг,Пикап,3.5 (бензин),51000,Автомат,Полный привод,Слева,Черный,Да,all,65000000,3.5,Ford,-19871000.0,No,9,6500000.0
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/182710262?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1030,168000000,Астана,28 апреля,21169,False,False,False,174225000.0,168 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,168000000,4.0,Mercedes-benz,6225000.0,No,2,56000000.0
Lexus lx 600,2021,https://kolesa.kz/a/show/218540303?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1031,76200000,Шымкент,28 апреля,80,False,False,False,79103000.0,76 200 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),14000,Автомат,Полный привод,Слева,Не указан,Да,all,76200000,3.5,Lexus,2903000.0,No,5,12700000.0
Toyota land cruiser,2021,https://kolesa.kz/a/show/216357612?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1032,63000000,Астана,28 апреля,38,False,False,False,56149000.0,63 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),20000,Автомат,Полный привод,Слева,Черный,Да,all,63000000,3.5,Toyota,-6851000.0,No,5,10500000.0
Cadillac escalade,2020,https://kolesa.kz/a/show/188595126?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1033,67000000,Алматы,28 апреля,22,False,False,False,61959000.0,67 000 000 ₸,2020 - н.в. 5 поколение,Внедорожник,6.2 (бензин),8800,Автомат,Полный привод,Слева,Белый металлик,Да,all,67000000,6.2,Cadillac,-5041000.0,No,6,9571428.57142857
Audi rs 7,2019,https://kolesa.kz/a/show/218535148?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1035,73500000,Жетысай,28 апреля,187,False,False,False,79103000.0,73 500 000 ₸,2019 - н.в. 2 поколение (C8),Лифтбек,4 (бензин),173850,Автомат,Полный привод,Слева,Серебристый металлик,Да,all,73500000,4.0,Audi,5603000.0,Yes,7,9187500.0
Bmw m5,2020,https://kolesa.kz/a/show/216782695?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1036,62000000,Шымкент,28 апреля,206,False,False,False,66374000.0,62 000 000 ₸,2020 - н.в. F90 рестайлинг,Седан,4.4 (бензин),29584,Автомат,Полный привод,Слева,Черный,Да,all,62000000,4.4,Bmw,4374000.0,Yes,6,8857142.857142856
Bentley bentayga,2015,https://kolesa.kz/a/show/197405195?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1038,140000000,Алматы,28 апреля,54,False,False,False,79103000.0,140 000 000 ₸,2015 - н.в. 1 поколение (4V1),Кроссовер,4 (бензин),13000,Автомат,Полный привод,Слева,Черный,Да,all,140000000,4.0,Bentley,-60897000.0,No,11,11666666.666666666
Lexus lx 600,2021,https://kolesa.kz/a/show/218530396?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1040,88000000,Астана,28 апреля,48,False,False,False,79103000.0,88 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),5000,Автомат,Полный привод,Слева,Черный металлик,Да,all,88000000,3.5,Lexus,-8897000.0,No,5,14666666.666666666
Mercedes-benz g 63 amg,2018,https://kolesa.kz/a/show/218529012?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1041,118900000,Алматы,28 апреля,39,False,False,False,113951000.0,118 900 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),38000,Автомат,Полный привод,Слева,Не указан,Да,all,118900000,4.0,Mercedes-benz,-4949000.0,No,8,13211111.111111112
Bmw x5,2023,https://kolesa.kz/a/show/216320758?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1042,61000000,Тараз,28 апреля,33,False,False,False,65066000.0,61 000 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),7200,Автомат,Полный привод,Слева,Белый,Да,all,61000000,3.0,Bmw,4066000.0,Yes,3,15250000.0
Lexus gx 550,2023,https://kolesa.kz/a/show/218522874?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1043,65000000,Алматы,28 апреля,43,False,False,False,59305000.0,65 000 000 ₸,2023 - н.в. 3 поколение (J250),Внедорожник,3.4 (бензин),17000,Автомат,Полный привод,Слева,Белый,Да,all,65000000,3.4,Lexus,-5695000.0,No,3,16250000.0
Chevrolet tahoe,2019,https://kolesa.kz/a/show/207308762?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1044,64999999,Алматы,28 апреля,1203,False,False,False,79103000.0,64 999 999 ₸,2019 - н.в. 5 поколение (GMT T1XX),Внедорожник,6.2 (бензин),80,Автомат,Полный привод,Слева,Не указан,Да,all,64999999,6.2,Chevrolet,14103001.0,Yes,7,8124999.875
Lexus rx 300,2003,https://kolesa.kz/a/show/218522708?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1045,62000000,Кызылорда,28 апреля,39,False,False,False,5655000.0,62 000 000 ₸,1997 - 2003 1 поколение (MCU15),Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,62000000,3.0,Lexus,-56345000.0,No,23,2583333.3333333335
Lexus lx 600,2021,https://kolesa.kz/a/show/218522957?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1046,89400000,Алматы,28 апреля,60,False,False,False,86302000.0,89 400 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),4500,Автомат,Полный привод,Слева,Не указан,Да,all,89400000,3.5,Lexus,-3098000.0,No,5,14900000.0
Lexus lx 570,2015,https://kolesa.kz/a/show/176820491?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1047,63000000,Алматы,28 апреля,61,False,False,False,54877000.0,63 000 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),77000,Автомат,Полный привод,Слева,Черный металлик,Да,all,63000000,5.7,Lexus,-8123000.0,No,11,5250000.0
Porsche panamera,2020,https://kolesa.kz/a/show/213730114?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1049,77250000,Алматы,28 апреля,33,False,False,False,79103000.0,77 250 000 ₸,2020 - н.в. 971 рестайлинг,Лифтбек,2.9 (бензин),19000,Робот,Полный привод,Слева,Серый,Да,all,77250000,2.9,Porsche,1853000.0,No,6,11035714.285714285
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/211910862?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1050,178000000,Алматы,28 апреля,3278,False,False,False,189071000.0,178 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Синий,Да,all,178000000,4.0,Mercedes-benz,11071000.0,Yes,2,59333333.333333336
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/211908536?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1051,176000000,Алматы,28 апреля,3546,False,False,False,189071000.0,176 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,176000000,4.0,Mercedes-benz,13071000.0,Yes,2,58666666.666666664
Mercedes-benz glc 63 amg,2019,https://kolesa.kz/a/show/193126769?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1052,96000000,Алматы,28 апреля,32,False,False,False,79103000.0,96 000 000 ₸,2019 - 2022 X253/C253 рестайлинг,Кроссовер,4 (бензин),50,Автомат,Полный привод,Слева,Серый,Да,all,96000000,4.0,Mercedes-benz,-16897000.0,No,7,12000000.0
Cadillac escalade,2024,https://kolesa.kz/a/show/211913352?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1053,98000000,Алматы,28 апреля,3408,False,False,False,79103000.0,98 000 000 ₸,2024 - н.в. 5 поколение рестайлинг,Внедорожник,6.2 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,98000000,6.2,Cadillac,-18897000.0,No,2,32666666.666666668
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/218512584?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1054,195000000,Алматы,28 апреля,87,False,False,False,177311000.0,195 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),16700,Автомат,Полный привод,Слева,Черный,Да,all,195000000,4.0,Mercedes-benz,-17689000.0,No,2,65000000.0
Bmw m3,2020,https://kolesa.kz/a/show/218501581?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1055,69000000,Алматы,28 апреля,88,False,True,False,79103000.0,69 000 000 ₸,2020 - н.в. G80,Универсал,3 (бензин),11000,Автомат,Полный привод,Слева,Черный металлик,Да,all,69000000,3.0,Bmw,10103000.0,Yes,6,9857142.857142856
Lamborghini urus,2017,https://kolesa.kz/a/show/210189970?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1056,169500000,Астана,28 апреля,92,False,False,False,79103000.0,169 500 000 ₸,2017 - н.в. 1 поколение,Кроссовер,4 (бензин),44000,Автомат,Полный привод,Слева,Жёлтый,Да,all,169500000,4.0,Lamborghini,-90397000.0,No,9,16950000.0
Mercedes-benz s 580,2020,https://kolesa.kz/a/show/215635423?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1057,73000000,Алматы,28 апреля,28,False,False,False,88073000.0,73 000 000 ₸,2020 - н.в. W223,Седан,4 (бензин),33000,Автомат,Полный привод,Слева,Не указан,Да,all,73000000,4.0,Mercedes-benz,15073000.0,Yes,6,10428571.42857143
Bentley continental gt,2017,https://kolesa.kz/a/show/213646144?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1058,99500000,Алматы,28 апреля,93,False,False,False,79103000.0,99 500 000 ₸,2017 - н.в. 3 поколение (3S),Купе,6 (бензин),53000,Робот,Полный привод,Слева,Не указан,Да,all,99500000,6.0,Bentley,-20397000.0,No,9,9950000.0
Mercedes-benz s 580,2020,https://kolesa.kz/a/show/215358013?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1059,73800000,Алматы,28 апреля,47,False,False,False,79524000.0,73 800 000 ₸,2020 - н.в. W223,Седан,4 (бензин),23000,Автомат,Полный привод,Слева,Черный,Да,all,73800000,4.0,Mercedes-benz,5724000.0,Yes,6,10542857.142857144
Bmw x7,2022,https://kolesa.kz/a/show/213438785?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1060,69000000,Астана,28 апреля,18,False,False,False,61285000.0,69 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),34000,Автомат,Полный привод,Слева,Белый,Да,all,69000000,3.0,Bmw,-7715000.0,No,4,13800000.0
Lexus lx 570,2015,https://kolesa.kz/a/show/207389965?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1061,68500000,Астана,28 апреля,76,False,False,False,57686000.0,68 500 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),67000,Автомат,Полный привод,Слева,Белый,Да,all,68500000,5.7,Lexus,-10814000.0,No,11,5708333.333333333
Lexus lx 570,2015,https://kolesa.kz/a/show/198590559?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1062,65000000,Астана,28 апреля,89,False,False,False,54877000.0,65 000 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),18000,Автомат,Полный привод,Слева,Черный,Да,all,65000000,5.7,Lexus,-10123000.0,No,11,5416666.666666667
Mercedes-benz amg gt,2017,https://kolesa.kz/a/show/215634207?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1063,97500000,Алматы,28 апреля,59,False,False,False,79103000.0,97 500 000 ₸,2017 - 2024 1 поколение рестайлинг,Лифтбек,4 (бензин),8400,Робот,Полный привод,Слева,Серый,Да,all,97500000,4.0,Mercedes-benz,-18397000.0,No,9,9750000.0
Rolls-royce ghost,2014,https://kolesa.kz/a/show/215521055?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1064,115000000,Алматы,28 апреля,201,False,False,False,79103000.0,115 000 000 ₸,2014 - 2020 1 поколение рестайлинг (RR4),Седан,6.6 (бензин),38000,Автомат,Задний привод,Слева,Не указан,Да,all,115000000,6.6,Rolls-royce,-35897000.0,No,12,8846153.846153846
Lexus lx 570,2015,https://kolesa.kz/a/show/188945182?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1065,68000000,Астана,28 апреля,57,False,False,False,54877000.0,68 000 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),17000,Автомат,Полный привод,Слева,Серый металлик,Да,all,68000000,5.7,Lexus,-13123000.0,No,11,5666666.666666667
Lamborghini urus,2017,https://kolesa.kz/a/show/216631278?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1066,137500000,Алматы,28 апреля,101,False,False,False,79103000.0,137 500 000 ₸,2017 - н.в. 1 поколение,Кроссовер,4 (бензин),52000,Автомат,Полный привод,Слева,Черный,Да,all,137500000,4.0,Lamborghini,-58397000.0,No,9,13750000.0
Nissan silvia,2024,https://kolesa.kz/a/show/218513762?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1067,73230000,Москва,28 апреля,344,False,False,False,79103000.0,73 230 000 ₸,1993 - 1996 S14,Купе,2 (бензин),10000,Механика,Задний привод,Справа,Розовый,Нет,all,73230000,2.0,Nissan,5873000.0,Yes,2,24410000.0
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/192494685?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1068,238000000,Алматы,28 апреля,10087,False,False,False,174225000.0,238 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,238000000,4.0,Mercedes-benz,-63775000.0,No,2,79333333.33333333
Land rover range rover,2021,https://kolesa.kz/a/show/218513674?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1069,98000000,Алматы,28 апреля,48,False,False,False,91822000.0,98 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),22000,Автомат,Полный привод,Слева,Черный металлик,Да,all,98000000,3.0,Land,-6178000.0,No,5,16333333.333333334
Mercedes-benz s 600,2009,https://kolesa.kz/a/show/216869803?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1070,89900000,Астана,28 апреля,103,False,False,False,79103000.0,89 900 000 ₸,2009 - 2013 W221 рестайлинг,Седан,6 (бензин),34000,Автомат,Полный привод,Слева,Не указан,Да,all,89900000,6.0,Mercedes-benz,-10797000.0,No,17,4994444.444444444
Mercedes-benz gls 450,2019,https://kolesa.kz/a/show/210361087?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1071,68400000,Астана,28 апреля,24,False,False,False,65267000.0,68 400 000 ₸,2019 - н.в. X167,Внедорожник,3 (бензин),35000,Автомат,Полный привод,Слева,Черный,Да,all,68400000,3.0,Mercedes-benz,-3133000.0,No,7,8550000.0
Ferrari 458,2009,https://kolesa.kz/a/show/215514356?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1072,149000000,Алматы,28 апреля,908,False,False,False,79103000.0,149 000 000 ₸,2009 - 2015 1 поколение,Купе,4.6 (бензин),25000,Робот,Задний привод,Слева,Красный,Да,all,149000000,4.6,Ferrari,-69897000.0,No,17,8277777.777777778
Bentley bentayga,2015,https://kolesa.kz/a/show/195378569?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1073,189000000,Астана,28 апреля,66,False,False,False,79103000.0,189 000 000 ₸,2015 - н.в. 1 поколение (4V1),Кроссовер,4 (бензин),4800,Автомат,Полный привод,Слева,Синий,Да,all,189000000,4.0,Bentley,-109897000.0,No,11,15750000.0
Mercedes-benz s 450,2020,https://kolesa.kz/a/show/206533121?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1074,74900000,Астана,28 апреля,32,False,False,False,69685000.0,74 900 000 ₸,2020 - н.в. W223,Седан,3 (бензин),1200,Автомат,Полный привод,Слева,Черный,Да,all,74900000,3.0,Mercedes-benz,-5215000.0,No,6,10700000.0
Bmw x7,2022,https://kolesa.kz/a/show/208063909?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1075,69900000,Астана,28 апреля,18,False,False,False,76442000.0,69 900 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),56000,Автомат,Полный привод,Слева,Серый,Да,all,69900000,4.4,Bmw,6542000.0,Yes,4,13980000.0
Rolls-royce ghost,2014,https://kolesa.kz/a/show/215349405?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1076,129000000,Алматы,28 апреля,81,False,False,False,79103000.0,129 000 000 ₸,2014 - 2020 1 поколение рестайлинг (RR4),Седан,6.6 (бензин),46000,Автомат,Задний привод,Слева,Черный,Да,all,129000000,6.6,Rolls-royce,-49897000.0,No,12,9923076.923076924
Porsche panamera,2016,https://kolesa.kz/a/show/193852463?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1078,65000000,Астана,28 апреля,34,False,False,False,79103000.0,65 000 000 ₸,2016 - 2020 971,Лифтбек,4 (бензин),36000,Автомат,Полный привод,Слева,Черный,Да,all,65000000,4.0,Porsche,14103000.0,Yes,10,5909090.909090909
Bmw 850,2018,https://kolesa.kz/a/show/213601158?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1079,69500000,Астана,28 апреля,30,False,False,False,79103000.0,69 500 000 ₸,2018 - н.в. G15,Седан,4.4 (бензин),28000,Автомат,Полный привод,Слева,Белый,Да,all,69500000,4.4,Bmw,9603000.0,Yes,8,7722222.222222222
Mercedes-benz s 63 amg,2017,https://kolesa.kz/a/show/195815703?search_id=c39c2aa1e1d1f5396ba3521340cfc34bd337643a&search_type=filter&advert_position=1080,65300000,Астана,28 апреля,86,False,False,False,43859000.0,65 300 000 ₸,2017 - 2020 W222/C217/A217 рестайлинг,Седан,4 (бензин),34000,Автомат,Полный привод,Слева,Черный,Да,all,65300000,4.0,Mercedes-benz,-21441000.0,No,9,6530000.0
Bmw x5 m,2023,https://kolesa.kz/a/show/196901353?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1081,80000000,Алматы,28 апреля,180,False,False,False,86500000.0,80 000 000 ₸,2023 - н.в. F95 рестайлинг,Кроссовер,4.4 (бензин),21000,Автомат,Полный привод,Слева,Не указан,Да,all,80000000,4.4,Bmw,6500000.0,Yes,3,20000000.0
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/211909569?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1082,285000000,Алматы,28 апреля,15914,False,False,False,189071000.0,285 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Зеленый,Да,all,285000000,4.0,Mercedes-benz,-95929000.0,No,2,95000000.0
Lexus lx 600,2021,https://kolesa.kz/a/show/218509281?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1083,89500000,Алматы,28 апреля,47,False,False,False,86302000.0,89 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),6900,Автомат,Полный привод,Слева,Черный,Да,all,89500000,3.5,Lexus,-3198000.0,No,5,14916666.666666666
Bmw x7,2022,https://kolesa.kz/a/show/218509910?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1084,68500000,Алматы,28 апреля,35,False,False,False,73673000.0,68 500 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),49000,Автомат,Полный привод,Слева,Не указан,Да,all,68500000,4.4,Bmw,5173000.0,Yes,4,13700000.0
Bmw x7,2022,https://kolesa.kz/a/show/212860461?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1085,76000000,Алматы,28 апреля,46,False,False,False,76442000.0,76 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),43000,Автомат,Полный привод,Слева,Белый металлик,Да,all,76000000,4.4,Bmw,442000.0,No,4,15200000.0
Lexus lx 570,2015,https://kolesa.kz/a/show/216970903?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1086,63500000,Астана,28 апреля,70,False,False,False,57686000.0,63 500 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),71000,Автомат,Полный привод,Слева,Зеленый металлик,Да,all,63500000,5.7,Lexus,-5814000.0,No,11,5291666.666666667
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/211907883?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1087,177000000,Астана,28 апреля,2949,False,False,False,189071000.0,177 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,177000000,4.0,Mercedes-benz,12071000.0,Yes,2,59000000.0
Mercedes-benz g 63 amg,2024,https://kolesa.kz/a/show/211905687?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1088,175000000,Алматы,28 апреля,2919,False,False,False,189071000.0,175 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,175000000,4.0,Mercedes-benz,14071000.0,Yes,2,58333333.333333336
Porsche cayman,2016,https://kolesa.kz/a/show/211569708?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1089,72000000,Алматы,28 апреля,4337,False,True,False,79103000.0,72 000 000 ₸,2016 - н.в. 982,Купе,4 (бензин),4680,Робот,Задний привод,Слева,Зеленый,Да,all,72000000,4.0,Porsche,7103000.0,Yes,10,6545454.545454546
Cadillac escalade iq,2023,https://kolesa.kz/a/show/214598656?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1090,105000000,Алматы,28 апреля,783,False,True,False,79103000.0,105 000 000 ₸,2023 - н.в. 1 поколение,Внедорожник,Не указан,630,Автомат,Полный привод,Слева,Черный металлик,Да,all,105000000,3.5,Cadillac,-25897000.0,No,3,26250000.0
Bmw x5,2023,https://kolesa.kz/a/show/195827585?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1091,81000000,Астана,28 апреля,30,False,False,False,79103000.0,81 000 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,4.4 (бензин),19000,Автомат,Полный привод,Слева,Синий,Да,all,81000000,4.4,Bmw,-1897000.0,No,3,20250000.0
Land rover range rover,2017,https://kolesa.kz/a/show/160095366?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1092,77900000,Астана,28 апреля,39,False,False,False,48804000.0,77 900 000 ₸,2017 - 2022 4 поколение рестайлинг,Внедорожник,5 (бензин),61000,Автомат,Полный привод,Слева,Хамелеон металлик,Да,all,77900000,5.0,Land,-29096000.0,No,9,7790000.0
Bmw x5,2018,https://kolesa.kz/a/show/183617768?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1093,80000000,Алматы,28 апреля,37,False,False,False,79103000.0,80 000 000 ₸,2018 - н.в. G05,Кроссовер,3 (бензин),20000,Автомат,Полный привод,Слева,Белый,Да,all,80000000,3.0,Bmw,-897000.0,No,8,8888888.888888888
Mercedes-benz g 63 amg,2018,https://kolesa.kz/a/show/214097248?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1094,85000000,Астана,28 апреля,34,False,False,False,92185000.0,85 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),51000,Автомат,Полный привод,Слева,Белый,Да,all,85000000,4.0,Mercedes-benz,7185000.0,Yes,8,9444444.444444444
Lexus lx 600,2021,https://kolesa.kz/a/show/218504176?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1095,78500000,Алматы,28 апреля,52,False,False,False,79103000.0,78 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),20000,Автомат,Полный привод,Слева,Черный металлик,Да,all,78500000,3.5,Lexus,603000.0,No,5,13083333.333333334
Bmw x6 m,2019,https://kolesa.kz/a/show/208906438?search_id=b6df526d4c44d3726f4810ce01ed805d8af5d88a&search_type=filter&advert_position=1096,61000000,Астана,28 апреля,1095,False,False,False,79103000.0,61 000 000 ₸,2019 - 2023 F96,Кроссовер,4.4 (бензин),29000,Автомат,Полный привод,Слева,Черный металлик,Да,all,61000000,4.4,Bmw,18103000.0,Yes,7,7625000.0
