title,year,link,price,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric,engine_volume_num,brand,price_diff,is_bargain,car_age,price_per_year
Bmw x6 xdrive 40i,2023,https://kolesa.kz/a/show/215570124?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=249,74127000,Уральск,30 апреля,96,False,False,True,71041000.0,74 127 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),13,Автомат,Полный привод,Слева,Не указан,Да,all,74127000,3.0,Bmw,-3086000.0,No,3,18531750.0
Mercedes-benz eqs suv,2022,https://kolesa.kz/a/show/210254700?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=250,95049240,Алматы,30 апреля,3081,False,False,True,79103000.0,95 049 240 ₸,2022 - н.в. 1 поколение,Кроссовер,Не указан,6,Автомат,Полный привод,Слева,Синий металлик,Да,all,95049240,3.5,Mercedes-benz,-15946240.0,No,4,19009848.0
Bmw x7,2022,https://kolesa.kz/a/show/218670955?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=251,60000000,Алматы,30 апреля,59,False,False,False,79103000.0,60 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),80000,Автомат,Полный привод,Слева,Серебристый,Нет,all,60000000,3.0,Bmw,19103000.0,Yes,4,12000000.0
Lamborghini urus,2017,https://kolesa.kz/a/show/218583592?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=252,125000000,Алматы,30 апреля,81,True,False,False,79103000.0,125 000 000 ₸,2017 - н.в. 1 поколение,Кроссовер,4 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,125000000,4.0,Lamborghini,-45897000.0,No,9,12500000.0
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/212754664?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=253,61000000,Алматы,30 апреля,4961,True,False,False,79103000.0,61 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,61000000,3.0,Bmw,18103000.0,Yes,4,12200000.0
Land rover range rover hse,2021,https://kolesa.kz/a/show/218588619?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=254,118329000,Алматы,30 апреля,84,True,False,False,79103000.0,118 329 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Зеленый металлик,Да,all,118329000,3.0,Land,-39226000.0,No,5,19721500.0
Porsche taycan gts,2019,https://kolesa.kz/a/show/209395930?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=255,95900000,Алматы,30 апреля,2586,False,False,True,79103000.0,95 900 000 ₸,2019 - н.в. 1 поколение (Y1A),Седан,Не указан,0,Автомат,Полный привод,Слева,Синий,Да,all,95900000,3.5,Porsche,-16797000.0,No,7,11987500.0
Lexus lx 600 vip black edition,2021,https://kolesa.kz/a/show/210988953?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=256,94230500,Актобе,30 апреля,625,True,False,False,86302000.0,94 230 500 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,94230500,3.5,Lexus,-7928500.0,No,5,15705083.333333334
Infiniti qx80 autograph,2024,https://kolesa.kz/a/show/209675452?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=258,61542000,Алматы,30 апреля,3469,True,False,False,69924000.0,61 542 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),13394,Автомат,Полный привод,Слева,Белый металлик,Да,all,61542000,3.5,Infiniti,8382000.0,Yes,2,20514000.0
Maserati grancabrio trofeo,2024,https://kolesa.kz/a/show/174285076?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=259,131400000,Астана,30 апреля,4880,True,False,False,79103000.0,131 400 000 ₸,2024 - н.в. 2 поколение,Кабриолет,3 (бензин),0,Автомат,Задний привод,Слева,Белый металлик,Да,all,131400000,3.0,Maserati,-52297000.0,No,2,43800000.0
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/215149233?search_id=426ce9be46fcc6b33c4aed37bfb918622d01db9c&search_type=filter&advert_position=260,192000000,Шымкент,30 апреля,2391,False,False,True,79103000.0,192 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),26,Автомат,Полный привод,Слева,Черный металлик,Да,all,192000000,4.0,Mercedes-benz,-112897000.0,No,8,21333333.333333332
Mercedes-benz gle coupe 4matic,2019,https://kolesa.kz/a/show/209258422?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=262,74200000,Астана,30 апреля,1223,False,False,True,79103000.0,74 200 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),26,Автомат,Полный привод,Слева,Черный металлик,Да,all,74200000,3.0,Mercedes-benz,4903000.0,Yes,7,9275000.0
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/190251158?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=263,159900000,Алматы,30 апреля,4501,False,False,True,146412000.0,159 900 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),26,Автомат,Полный привод,Слева,Коричневый металлик,Да,all,159900000,4.0,Mercedes-benz,-13488000.0,No,8,17766666.666666668
Lincoln navigator,2017,https://kolesa.kz/a/show/217005318?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=264,82000000,Алматы,30 апреля,756,True,False,False,79103000.0,82 000 000 ₸,2017 - н.в. 4 поколение,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,82000000,3.5,Lincoln,-2897000.0,No,9,8200000.0
Nissan patrol platinum city,2024,https://kolesa.kz/a/show/216193795?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=265,61900000,Алматы,30 апреля,2213,False,True,False,79103000.0,61 900 000 ₸,2024 - н.в. Y63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,61900000,3.5,Nissan,17203000.0,Yes,2,20633333.333333332
Lexus lx 700h f sport,2021,https://kolesa.kz/a/show/202869684?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=266,108500000,Алматы,30 апреля,7192,True,False,False,79103000.0,108 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.4 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,108500000,3.4,Lexus,-29397000.0,No,5,18083333.333333332
Lexus lx 700h luxury,2021,https://kolesa.kz/a/show/218587884?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=267,91500000,Алматы,30 апреля,108,True,False,False,79103000.0,91 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.4 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,91500000,3.4,Lexus,-12397000.0,No,5,15250000.0
Mercedes-benz amg gt,2023,https://kolesa.kz/a/show/217644558?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=268,103000000,Алматы,30 апреля,993,True,False,False,79103000.0,103 000 000 ₸,2023 - н.в. 2 поколение,Купе,4 (гибрид),0,Автомат,Полный привод,Слева,Не указан,Нет,all,103000000,4.0,Mercedes-benz,-23897000.0,No,3,25750000.0
Bmw x6 xdrive 40i,2023,https://kolesa.kz/a/show/213365212?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=269,78224000,Шымкент,30 апреля,527,False,False,True,71041000.0,78 224 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,78224000,3.0,Bmw,-7183000.0,No,3,19556000.0
Land rover range rover se,2021,https://kolesa.kz/a/show/214600263?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=270,114554000,Усть-каменогорск,30 апреля,393,True,False,False,79103000.0,114 554 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,114554000,3.0,Land,-35451000.0,No,5,19092333.333333332
Lexus lx 700h vip,2021,https://kolesa.kz/a/show/217613971?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=271,89000000,Алматы,30 апреля,877,True,False,False,79103000.0,89 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.4 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,89000000,3.4,Lexus,-9897000.0,No,5,14833333.333333334
Toyota land cruiser,2021,https://kolesa.kz/a/show/218515706?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=272,63500000,Алматы,30 апреля,206,False,False,False,60621000.0,63 500 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),24000,Автомат,Полный привод,Слева,Черный,Да,all,63500000,3.5,Toyota,-2879000.0,No,5,10583333.333333334
Cadillac escalade premium luxury platinum,2024,https://kolesa.kz/a/show/215703621?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=273,97770000,Алматы,30 апреля,995,False,False,True,100000000.0,97 770 000 ₸,2024 - н.в. 5 поколение рестайлинг,Внедорожник,6.2 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,97770000,6.2,Cadillac,2230000.0,No,2,32590000.0
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/195478833?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=274,154000000,Алматы,30 апреля,478,True,False,False,193829000.0,154 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Бронза,Да,all,154000000,4.0,Mercedes-benz,39829000.0,Yes,8,17111111.111111112
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/216435017?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=275,80623078,Алматы,30 апреля,225,False,False,True,79300000.0,80 623 078 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),23,Автомат,Полный привод,Слева,Серый металлик,Да,all,80623078,3.0,Bmw,-1323078.0,No,4,16124615.6
Ram 1500 rho,2023,https://kolesa.kz/a/show/212484867?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=276,64000000,Астана,30 апреля,2646,True,False,False,79103000.0,64 000 000 ₸,2023 - н.в. 2 поколение рестайлинг,Пикап,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,64000000,3.0,Ram,15103000.0,Yes,3,16000000.0
Mercedes-benz v 300,2014,https://kolesa.kz/a/show/214399005?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=277,109000000,Алматы,30 апреля,3210,True,False,False,79103000.0,109 000 000 ₸,2014 - н.в. W447,Минивэн,2 (бензин),0,Автомат,Задний привод,Слева,Не указан,Да,all,109000000,2.0,Mercedes-benz,-29897000.0,No,12,8384615.384615385
Ford f-series,2020,https://kolesa.kz/a/show/213933018?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=278,67000000,Алматы,30 апреля,578,False,False,False,64157000.0,67 000 000 ₸,2020 - н.в. 14 поколение,Пикап,3.5 (бензин),18500,Автомат,Полный привод,Слева,Белый металлик,Да,all,67000000,3.5,Ford,-2843000.0,No,6,9571428.57142857
Toyota land cruiser prestige off-road,2021,https://kolesa.kz/a/show/179546929?search_id=b3acb23580b69474b476b73ebe863e5afa3af34e&search_type=filter&advert_position=280,67190000,Астана,30 апреля,328,False,False,True,67236000.0,67 190 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Белый металлик,Да,all,67190000,3.5,Toyota,46000.0,No,5,11198333.333333334
Bmw x5 xdrive 40i,2023,https://kolesa.kz/a/show/203236742?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=281,76744000,Усть-каменогорск,30 апреля,1092,False,False,True,65066000.0,76 744 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Серый металлик,Да,all,76744000,3.0,Bmw,-11678000.0,No,3,19186000.0
Mercedes-benz gls 450 4matic,2019,https://kolesa.kz/a/show/215829048?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=282,75500000,Шымкент,30 апреля,1583,False,False,True,79103000.0,75 500 000 ₸,2019 - н.в. X167,Внедорожник,3 (бензин),2,Автомат,Полный привод,Слева,Черный металлик,Да,all,75500000,3.0,Mercedes-benz,3603000.0,No,7,9437500.0
Bmw x6 xdrive 40i,2023,https://kolesa.kz/a/show/213365245?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=283,75300000,Шымкент,30 апреля,1048,False,False,True,71041000.0,75 300 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,75300000,3.0,Bmw,-4259000.0,No,3,18825000.0
Bmw x6 xdrive 40i,2023,https://kolesa.kz/a/show/215618865?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=284,71731365,Алматы,30 апреля,1366,False,False,True,71041000.0,71 731 365 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Зеленый металлик,Да,all,71731365,3.0,Bmw,-690365.0,No,3,17932841.25
Mercedes-benz eqe suv,2022,https://kolesa.kz/a/show/203778889?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=285,68900000,Актобе,30 апреля,539,False,False,True,79103000.0,68 900 000 ₸,2022 - н.в. 1 поколение,Внедорожник,Не указан,26,Автомат,Полный привод,Слева,Коричневый металлик,Да,all,68900000,3.5,Mercedes-benz,10203000.0,Yes,4,13780000.0
Mercedes-benz v 300 exclusive,2014,https://kolesa.kz/a/show/208918668?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=286,69000000,Костанай,30 апреля,2433,False,False,True,79103000.0,69 000 000 ₸,2014 - н.в. W447,Минивэн,2 (бензин),26,Автомат,Задний привод,Слева,Черный металлик,Да,all,69000000,2.0,Mercedes-benz,10103000.0,Yes,12,5307692.307692308
Mercedes-benz gls 450 4matic,2019,https://kolesa.kz/a/show/213144241?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=287,76700000,Караганда,30 апреля,2238,False,False,True,84971000.0,76 700 000 ₸,2019 - н.в. X167,Внедорожник,3 (бензин),26,Автомат,Полный привод,Слева,Черный металлик,Да,all,76700000,3.0,Mercedes-benz,8271000.0,Yes,7,9587500.0
Land rover range rover autobiography,2021,https://kolesa.kz/a/show/218473259?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=288,139273000,Шымкент,30 апреля,102,True,False,False,79103000.0,139 273 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),20,Автомат,Полный привод,Слева,Золотистый металлик,Да,all,139273000,4.4,Land,-60170000.0,No,5,23212166.666666668
Infiniti qx80,2024,https://kolesa.kz/a/show/213983886?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=289,76990000,Астана,30 апреля,1249,False,False,True,79103000.0,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,76990000,3.5,Infiniti,2113000.0,No,2,25663333.333333332
Infiniti qx80,2024,https://kolesa.kz/a/show/210924659?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=290,88990000,Актау,30 апреля,2534,False,False,True,79103000.0,88 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,88990000,3.5,Infiniti,-9887000.0,No,2,29663333.333333332
Mercedes-benz gle coupe 450 amg 4matic,2019,https://kolesa.kz/a/show/188464492?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=291,67722000,Алматы,30 апреля,1972,False,False,True,79103000.0,67 722 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),15,Автомат,Полный привод,Слева,Белый,Да,all,67722000,3.0,Mercedes-benz,11381000.0,Yes,7,8465250.0
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/214474958?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=293,69000000,Алматы,30 апреля,2786,True,False,False,79103000.0,69 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,69000000,3.0,Bmw,10103000.0,Yes,4,13800000.0
Porsche cayenne coupe turbo gt,2023,https://kolesa.kz/a/show/198014462?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=294,184500000,Алматы,30 апреля,1032,False,False,True,79103000.0,184 500 000 ₸,2023 - н.в. 3 поколение рестайлинг (9YB),Кроссовер,4 (бензин),0,Автомат,Полный привод,Слева,Серый,Да,all,184500000,4.0,Porsche,-105397000.0,No,3,46125000.0
Mercedes-benz g 63 amg 4matic,2024,https://kolesa.kz/a/show/129053974?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=295,213000000,Астана,30 апреля,9237,True,False,False,174225000.0,213 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,213000000,4.0,Mercedes-benz,-38775000.0,No,2,71000000.0
Bmw x5 xdrive 40i,2023,https://kolesa.kz/a/show/216458689?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=296,72411921,Алматы,30 апреля,694,False,False,True,65066000.0,72 411 921 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),7,Автомат,Полный привод,Слева,Серый металлик,Да,all,72411921,3.0,Bmw,-7345921.0,No,3,18102980.25
Maserati grancabrio trofeo,2024,https://kolesa.kz/a/show/174184851?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=297,131400000,Алматы,30 апреля,4694,False,False,True,79103000.0,131 400 000 ₸,2024 - н.в. 2 поколение,Кабриолет,3 (бензин),0,Автомат,Задний привод,Слева,Белый металлик,Да,all,131400000,3.0,Maserati,-52297000.0,No,2,43800000.0
Toyota land cruiser luxe,2021,https://kolesa.kz/a/show/179550040?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=298,70890000,Астана,30 апреля,2046,False,False,True,67236000.0,70 890 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,70890000,3.5,Toyota,-3654000.0,No,5,11815000.0
Maserati grancabrio folgore,2024,https://kolesa.kz/a/show/192098848?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=299,125000000,Алматы,30 апреля,3580,False,False,True,79103000.0,125 000 000 ₸,2024 - н.в. 2 поколение,Кабриолет,Не указан,0,Автомат,Полный привод,Слева,Синий,Да,all,125000000,3.5,Maserati,-45897000.0,No,2,41666666.666666664
Mercedes-benz gle coupe 450 amg 4matic,2019,https://kolesa.kz/a/show/207246116?search_id=751d3286c96e30e99eb8fa77b46dbef70601dd62&search_type=filter&advert_position=300,72800000,Уральск,30 апреля,1081,False,False,True,79103000.0,72 800 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),26,Автомат,Полный привод,Слева,Белый,Да,all,72800000,3.0,Mercedes-benz,6303000.0,Yes,7,9100000.0
Mercedes-benz gls 450 4matic,2019,https://kolesa.kz/a/show/213148621?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=308,75800000,Костанай,30 апреля,2549,False,False,True,84971000.0,75 800 000 ₸,2019 - н.в. X167,Внедорожник,3 (бензин),26,Автомат,Полный привод,Слева,Черный металлик,Да,all,75800000,3.0,Mercedes-benz,9171000.0,Yes,7,9475000.0
Lexus lx 700h f sport,2021,https://kolesa.kz/a/show/210955848?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=309,102500000,Семей,30 апреля,6267,True,False,False,79103000.0,102 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (гибрид),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,102500000,3.5,Lexus,-23397000.0,No,5,17083333.333333332
Dodge ram,2018,https://kolesa.kz/a/show/212091609?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=311,64000000,Алматы,30 апреля,1976,True,False,False,79103000.0,64 000 000 ₸,2018 - н.в. 5 поколение,Пикап,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,64000000,3.0,Dodge,15103000.0,Yes,8,7111111.111111111
Gmc yukon,2020,https://kolesa.kz/a/show/214311493?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=312,84700000,Алматы,30 апреля,3785,True,False,False,79103000.0,84 700 000 ₸,2020 - н.в. GMT1YC,Внедорожник,6.2 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,84700000,6.2,Gmc,-5597000.0,No,6,12100000.0
Land rover range rover,2021,https://kolesa.kz/a/show/217649157?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=313,103000000,Алматы,30 апреля,316,True,False,False,79103000.0,103 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,103000000,4.4,Land,-23897000.0,No,5,17166666.666666668
Infiniti qx80 sensory,2024,https://kolesa.kz/a/show/213983888?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=314,76990000,Кокшетау,30 апреля,1499,False,False,True,79103000.0,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,76990000,3.5,Infiniti,2113000.0,No,2,25663333.333333332
Porsche 911 carrera gts,2018,https://kolesa.kz/a/show/217628514?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=315,84000000,Алматы,30 апреля,1199,True,False,False,79103000.0,84 000 000 ₸,2018 - н.в. 992,Кабриолет,3 (бензин),0,Робот,Задний привод,Слева,Не указан,Нет,all,84000000,3.0,Porsche,-4897000.0,No,8,9333333.333333334
Toyota land cruiser gr sport,2021,https://kolesa.kz/a/show/211800019?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=316,73990000,Алматы,30 апреля,7523,False,False,True,79103000.0,73 990 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,73990000,3.5,Toyota,5113000.0,Yes,5,12331666.666666666
Mercedes-benz gle 53 amg,2019,https://kolesa.kz/a/show/205343066?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=317,72000000,Алматы,30 апреля,153,False,False,False,79103000.0,72 000 000 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),6000,Автомат,Полный привод,Слева,Черный металлик,Да,all,72000000,3.0,Mercedes-benz,7103000.0,Yes,7,9000000.0
Lincoln navigator,2017,https://kolesa.kz/a/show/217004694?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=318,72000000,Алматы,30 апреля,805,True,False,False,79103000.0,72 000 000 ₸,2017 - н.в. 4 поколение,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,72000000,3.5,Lincoln,7103000.0,Yes,9,7200000.0
Mercedes-benz g 63 amg 4matic,2018,https://kolesa.kz/a/show/209667429?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=319,176500000,Алматы,30 апреля,3923,True,False,False,193829000.0,176 500 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,176500000,4.0,Mercedes-benz,17329000.0,Yes,8,19611111.111111112
Audi e-tron gt,2020,https://kolesa.kz/a/show/217210198?search_id=2b1fdbe94c8d9bc998b55045329ac5749c8c173b&search_type=filter&advert_position=320,69900000,Алматы,30 апреля,655,True,False,False,79103000.0,69 900 000 ₸,2020 - н.в. 1 поколение,Седан,Не указан,16300,Автомат,Полный привод,Слева,Не указан,Да,all,69900000,3.5,Audi,9203000.0,Yes,6,9985714.285714285
Bmw x5 xdrive 40i,2023,https://kolesa.kz/a/show/203220929?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=324,75224000,Усть-каменогорск,30 апреля,633,False,False,True,65066000.0,75 224 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Серый металлик,Да,all,75224000,3.0,Bmw,-10158000.0,No,3,18806000.0
Mercedes-benz s 450,2020,https://kolesa.kz/a/show/217030625?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=325,76997473,Астана,30 апреля,368,True,False,False,79319000.0,76 997 473 ₸,2020 - н.в. W223,Седан,3 (бензин),39019,Автомат,Полный привод,Слева,Черный,Да,all,76997473,3.0,Mercedes-benz,2321527.0,No,6,10999639.0
Mercedes-benz eqs suv,2022,https://kolesa.kz/a/show/203784466?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=326,104600000,Атырау,30 апреля,2121,False,False,True,79103000.0,104 600 000 ₸,2022 - н.в. 1 поколение,Кроссовер,Не указан,26,Автомат,Полный привод,Слева,Синий металлик,Да,all,104600000,3.5,Mercedes-benz,-25497000.0,No,4,20920000.0
Mercedes-benz gle coupe 450 amg 4matic,2019,https://kolesa.kz/a/show/213477331?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=327,71000000,Шымкент,30 апреля,1194,False,False,True,79103000.0,71 000 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),26,Автомат,Полный привод,Слева,Белый,Да,all,71000000,3.0,Mercedes-benz,8103000.0,Yes,7,8875000.0
Mercedes-benz gle 450 4matic,2019,https://kolesa.kz/a/show/210321511?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=328,72900000,Актау,30 апреля,1936,False,False,True,79103000.0,72 900 000 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),26,Автомат,Полный привод,Слева,Серый металлик,Да,all,72900000,3.0,Mercedes-benz,6203000.0,Yes,7,9112500.0
Land rover defender x-dynamic se,2019,https://kolesa.kz/a/show/217207825?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=329,81327000,Усть-каменогорск,30 апреля,286,True,False,False,79103000.0,81 327 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),20,Автомат,Полный привод,Слева,Белый,Да,all,81327000,3.0,Land,-2224000.0,No,7,10165875.0
