title,year,link,price,monthly_payment,down_payment_pct,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,down_payment,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric
Audi RS Q8,2019,https://kolesa.kz/a/show/205425736?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=691,63 000 000₸,,,Алматы,30 апреля,433,FALSE,TRUE,FALSE,,,63 000 000 ₸,2019 - н.в. 1 поколение (4MN),Внедорожник,4 (бензин),52 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,63000000
Mercedes-Benz S 580,2020,https://kolesa.kz/a/show/204910569?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=692,90 000 000₸,,,Астана,30 апреля,62,FALSE,FALSE,FALSE,,88 073 000 ₸,90 000 000 ₸,2020 - н.в. W223,Седан,4 (бензин),16 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,90000000
BMW X7 XDrive 40i,2022,https://kolesa.kz/a/show/216532057?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=693,86 228 000₸,,,Усть-Каменогорск,30 апреля,582,FALSE,FALSE,TRUE,,79 300 000 ₸,86 228 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,86228000
BMW X7,2022,https://kolesa.kz/a/show/216351322?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=694,65 000 000₸,584 021₸/мес,72%,Алматы,30 апреля,619,FALSE,FALSE,FALSE,584 021₸,55 680 000 ₸,65 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),75 000 км,Автомат,Полный привод,Слева,,Да,all,65000000
Lexus LX 570,2015,https://kolesa.kz/a/show/218722790?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=695,71 000 000₸,584 021₸/мес,75%,Атырау,30 апреля,13,FALSE,FALSE,FALSE,584 021₸,73 667 000 ₸,71 000 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),32 000 км,Автомат,Полный привод,Слева,,Да,all,71000000
BMW X5 M,2023,https://kolesa.kz/a/show/215776527?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=696,99 800 000₸,,,Алматы,30 апреля,2,FALSE,FALSE,FALSE,,,99 800 000 ₸,2023 - н.в. F95 рестайлинг,Кроссовер,4.4 (бензин),6 000 км,Автомат,Полный привод,Слева,черный,Да,all,99800000
Mercedes-Benz GLE 450 4MATIC,2019,https://kolesa.kz/a/show/216527497?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=697,66 700 000₸,,,Шымкент,30 апреля,319,FALSE,FALSE,TRUE,,,66 700 000 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),26 км,Автомат,Полный привод,Слева,черный металлик,Да,all,66700000
Mercedes-Benz S 450,2020,https://kolesa.kz/a/show/217912944?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=698,69 500 000₸,,,Алматы,30 апреля,0,FALSE,FALSE,FALSE,,69 375 000 ₸,69 500 000 ₸,2020 - н.в. W223,Седан,3 (бензин),70 000 км,Автомат,Полный привод,Слева,,Да,all,69500000
Audi RS 6,2019,https://kolesa.kz/a/show/209645659?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=699,71 000 000₸,,,Алматы,30 апреля,1488,FALSE,TRUE,FALSE,,,71 000 000 ₸,2019 - н.в. С8,Универсал,4 (бензин),25 000 км,Автомат,Полный привод,Слева,серый металлик,Да,all,71000000
BMW X7,2018,https://kolesa.kz/a/show/217303777?search_id=412da389af6b9466d6f7d0616afcdad88199ce6b&search_type=filter&advert_position=700,65 000 000₸,584 021₸/мес,72%,Павлодар,30 апреля,217,FALSE,FALSE,FALSE,584 021₸,53 545 000 ₸,65 000 000 ₸,2018 - н.в. G07,Кроссовер,4.4 (бензин),18 000 км,Автомат,Полный привод,Слева,,Да,all,65000000
Land Rover Range Rover Sport,2022,https://kolesa.kz/a/show/189038427?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=701,76 000 000₸,,,Алматы,30 апреля,3,FALSE,FALSE,FALSE,,,76 000 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),11 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,76000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/218716385?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=702,75 000 000₸,,,Актау,30 апреля,7,FALSE,FALSE,FALSE,,80 714 000 ₸,75 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),95 000 км,Автомат,Полный привод,Слева,,Да,all,75000000
Mercedes-Maybach S 450,2021,https://kolesa.kz/a/show/215020433?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=703,130 000 000₸,,,Астана,30 апреля,3,FALSE,FALSE,FALSE,,,130 000 000 ₸,2021 - н.в. Z223,Седан,3 (бензин),9 000 км,Автомат,Полный привод,Слева,черный,Да,all,130000000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/205704004?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=704,91 000 000₸,,,Алматы,30 апреля,3,FALSE,FALSE,FALSE,,89 769 000 ₸,91 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),22 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,91000000
Lexus LX 600,2021,https://kolesa.kz/a/show/215860626?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=705,86 000 000₸,,,Алматы,30 апреля,3,FALSE,FALSE,FALSE,,86 302 000 ₸,86 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,86000000
Lexus LX 600,2021,https://kolesa.kz/a/show/215825644?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=706,88 000 000₸,,,Алматы,30 апреля,4,FALSE,FALSE,FALSE,,86 302 000 ₸,88 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,88000000
Lexus LX 600,2021,https://kolesa.kz/a/show/216772135?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=707,87 000 000₸,,,Алматы,30 апреля,2,FALSE,FALSE,FALSE,,86 302 000 ₸,87 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,белый металлик,Да,all,87000000
Lexus LX 600,2021,https://kolesa.kz/a/show/218712089?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=708,75 500 000₸,,,Шымкент,30 апреля,7,FALSE,FALSE,FALSE,,79 103 000 ₸,75 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),48 574 км,Автомат,Полный привод,Слева,черный,Да,all,75500000
BMW X7 XDrive 40i,2022,https://kolesa.kz/a/show/216519672?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=709,76 050 000₸,,,Алматы,30 апреля,632,TRUE,FALSE,FALSE,,79 300 000 ₸,76 050 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),80 км,Автомат,Полный привод,Слева,черный,Да,all,76050000
Mercedes-Benz GLS 63 AMG,2019,https://kolesa.kz/a/show/211493393?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=710,85 000 000₸,,,Караганда,30 апреля,3060,FALSE,FALSE,FALSE,,,85 000 000 ₸,2019 - н.в. X167,Внедорожник,6.3 (бензин),60 000 км,Автомат,Полный привод,Слева,,Да,all,85000000
Land Rover Range Rover Sport,2022,https://kolesa.kz/a/show/217743317?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=711,87 000 000₸,,,Астана,30 апреля,4,FALSE,FALSE,FALSE,,,87 000 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),30 000 км,Автомат,Полный привод,Слева,,Да,all,87000000
Lexus LX 570,2015,https://kolesa.kz/a/show/212796069?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=712,64 900 000₸,584 021₸/мес,72%,Астана,30 апреля,11,FALSE,FALSE,FALSE,584 021₸,57 686 000 ₸,64 900 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),78 000 км,Автомат,Полный привод,Слева,черный,Да,all,64900000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/213607937?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=713,142 000 000₸,,,Астана,30 апреля,5,FALSE,FALSE,FALSE,,135 040 000 ₸,142 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),12 000 км,Автомат,Полный привод,Слева,черный,Да,all,142000000
Mercedes-Benz G 500,2018,https://kolesa.kz/a/show/215260609?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=714,119 900 000₸,,,Астана,30 апреля,1,FALSE,FALSE,FALSE,,,119 900 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),33 000 км,Автомат,Полный привод,Слева,черный,Да,all,119900000
Lexus LM,2019,https://kolesa.kz/a/show/218706750?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=715,75 000 000₸,,,Алматы,30 апреля,11,TRUE,FALSE,FALSE,,,75 000 000 ₸,2019 - н.в. 1 поколение,Минивэн,2.5 (гибрид),5 463 км,Вариатор,Полный привод,Слева,черный металлик,Да,all,75000000
Mercedes-Benz S 450,2020,https://kolesa.kz/a/show/206537893?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=716,76 000 000₸,,,Астана,30 апреля,1,FALSE,FALSE,FALSE,,69 685 000 ₸,76 000 000 ₸,2020 - н.в. W223,Седан,3 (бензин),24 000 км,Автомат,Полный привод,Слева,,Да,all,76000000
Toyota Alphard,2018,https://kolesa.kz/a/show/200060640?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=717,75 000 000₸,,,Астана,30 апреля,7,FALSE,FALSE,FALSE,,,75 000 000 ₸,2018 - н.в. 3 поколение рестайлинг (H3),Минивэн,2.5 (гибрид),19 000 км,Автомат,Полный привод,Слева,черный,Да,all,75000000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/217113273?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=718,176 000 000₸,,,Астана,30 апреля,5,FALSE,FALSE,FALSE,,174 225 000 ₸,176 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),1 600 км,Автомат,Полный привод,Слева,черный,Да,all,176000000
Toyota Land Cruiser,2021,https://kolesa.kz/a/show/209903807?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=719,64 400 000₸,584 021₸/мес,72%,Астана,30 апреля,4,FALSE,FALSE,FALSE,584 021₸,56 149 000 ₸,64 400 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),17 000 км,Автомат,Полный привод,Слева,белый,Да,all,64400000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/215636596?search_id=435327eb9ed9a88c0b6a01240ce81417ac47b737&search_type=filter&advert_position=720,99 000 000₸,,,Алматы,30 апреля,2,FALSE,FALSE,FALSE,,89 769 000 ₸,99 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),30 000 км,Автомат,Полный привод,Слева,черный,Да,all,99000000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/216288470?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=721,109 800 000₸,,,Алматы,30 апреля,7,FALSE,FALSE,FALSE,,93 787 000 ₸,109 800 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),10 000 км,Автомат,Полный привод,Слева,,Да,all,109800000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/214579288?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=722,187 000 000₸,,,Алматы,30 апреля,5,FALSE,FALSE,FALSE,,146 412 000 ₸,187 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),8 000 км,Автомат,Полный привод,Слева,бронза,Да,all,187000000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/215262227?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=723,169 000 000₸,,,Алматы,30 апреля,2,FALSE,FALSE,FALSE,,174 225 000 ₸,169 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,169000000
Lexus LX 600,2021,https://kolesa.kz/a/show/215132982?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=724,79 950 000₸,,,Алматы,30 апреля,591,FALSE,FALSE,FALSE,,79 103 000 ₸,79 950 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),20 000 км,Автомат,Полный привод,Слева,серый,Да,all,79950000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/215263584?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=725,113 700 000₸,,,Алматы,30 апреля,3,FALSE,FALSE,FALSE,,104 010 000 ₸,113 700 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),40 000 км,Автомат,Полный привод,Слева,белый,Да,all,113700000
Porsche 911,2011,https://kolesa.kz/a/show/217600997?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=726,77 500 000₸,,,Алматы,30 апреля,22,FALSE,FALSE,FALSE,,,77 500 000 ₸,2011 - 2015 991,Купе,3.8 (бензин),56 000 км,Робот,Полный привод,Слева,,Да,all,77500000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/215388221?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=727,108 900 000₸,,,Алматы,30 апреля,1,FALSE,FALSE,FALSE,,104 010 000 ₸,108 900 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),46 000 км,Автомат,Полный привод,Слева,черный,Да,all,108900000
Lexus LX 600,2021,https://kolesa.kz/a/show/217486227?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=728,77 900 000₸,,,Алматы,30 апреля,6,FALSE,FALSE,FALSE,,73 055 000 ₸,77 900 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),28 000 км,Автомат,Полный привод,Слева,белый,Да,all,77900000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/217379612?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=729,79 990 000₸,,,Алматы,30 апреля,6,FALSE,FALSE,FALSE,,89 769 000 ₸,79 990 000 ₸,2021 - н.в. 5 поколение,Внедорожник,3 (бензин),46 000 км,Автомат,Полный привод,Слева,,Да,all,79990000
BMW X6,2023,https://kolesa.kz/a/show/211972197?search_id=f528eb646a088f744d5f14c43ff6f79590112a22&search_type=filter&advert_position=730,89 500 000₸,584 021₸/мес,80%,Астана,30 апреля,3,FALSE,FALSE,FALSE,584 021₸,,89 500 000 ₸,2023 - н.в. G06 рестайлинг,Кроссовер,3 (бензин),2 000 км,Автомат,Полный привод,Слева,серый,Да,all,89500000
